Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment    
,31-12-2010,394976.36,0,11.03888889,4.018,131.863129,7.931
,07-01-2011,389540.62,0,10.65,4.027,131.9019677,7.931
,14-01-2011,459443.22,0,10.05,4.029,131.9408065,7.931
,21-01-2011,407764.25,0,9.9,4,131.9809,7.931
,28-01-2011,398838.97,0,8.794444444,3.917,132.0226667,7.852
,04-02-2011,556925.19,0,7.827777778,2.954,132.0644333,7.852
,11-02-2011,472511.32,0,7.855555556,2.94,132.1062,7.852
,18-02-2011,468772.8,1,7.316666667,2.909,132.152129,7.852
,25-02-2011,510747.62,0,7.244444444,2.91,132.2230323,7.852
,04-03-2011,551221.21,0,5.438888889,2.919,132.2939355,7.852
,11-03-2011,410553.88,0,7.2,2.938,132.3648387,7.852
,18-03-2011,398178.21,0,6.688888889,2.96,132.4357419,7.852
,25-03-2011,367438.62,0,6.211111111,2.963,132.4733333,7.852
,01-04-2011,365818.61,0,6.111111111,2.957,132.4976,7.852
,08-04-2011,349518.1,0,6.111111111,2.992,132.5218667,7.852
,15-04-2011,424960.66,0,6.172222222,3.01,132.5461333,7.852
,22-04-2011,473292.47,0,7.222222222,3.021,132.5667742,7.852
,29-04-2011,475591.08,0,7.288888889,3.042,132.5825806,7.852
,06-05-2011,418925.47,0,7.405555556,3.095,132.5983871,7.441
,13-05-2011,469752.56,1,7.961111111,3.112,132.6141935,7.441
,20-05-2011,445162.05,0,8.033333333,3.096,132.63,7.441
,27-05-2011,411775.8,0,9.077777778,3.046,132.6616129,7.441
,03-06-2011,413907.25,0,9.05,3.006,132.6932258,7.441
,10-06-2011,407488.84,0,9.05,2.972,132.7248387,7.441
,17-06-2011,503232.13,0,9.183333333,2.942,132.7564516,7.441
,24-06-2011,420789.74,0,9.072222222,2.958,132.7670667,7.441
,01-07-2011,434822.13,0,7.983333333,2.958,132.7619333,7.441
,08-07-2011,394616.11,0,8.072222222,2.94,132.7568,7.441
,15-07-2011,439913.57,0,7.894444444,2.933,132.7516667,7.441
,22-07-2011,431985.36,0,7.311111111,2.924,132.7633548,7.441
,29-07-2011,418112.76,0,7.338888889,2.932,132.8170968,7.441
,05-08-2011,413701.29,0,6.622222222,2.942,132.8708387,7.057
,12-08-2011,432268.53,0,6.066666667,2.923,132.9245806,7.057
,19-08-2011,446336.8,0,8.338888889,2.913,132.9783226,7.057
,26-08-2011,442074.79,0,5.183333333,2.885,132.9172,7.057
,02-09-2011,419497.95,0,3.722222222,2.86,132.8369333,7.057
,09-09-2011,422965.33,0,4.855555556,2.837,132.7566667,7.057
,16-09-2011,411206.5,0,5.211111111,2.846,132.6764,7.057
,23-09-2011,416913.1,0,6.255555556,2.837,132.6804516,7.057
,30-09-2011,432424.85,0,7.794444444,2.84,132.7477419,7.057
,07-10-2011,389427.9,0,10.05,2.903,132.8150323,7.057
,14-10-2011,419990.29,0,12.2,2.999,132.8823226,7.057
,21-10-2011,391811.6,0,12.7,3.049,132.9510645,7.057
,28-10-2011,394918.83,0,13.93333333,3.055,133.0285161,7.057
,04-11-2011,412449.67,0,15.09444444,3.049,133.1059677,6.891
,11-11-2011,408838.73,0,15.15,3.065,133.1834194,6.891
,18-11-2011,408229.73,0,16.17777778,3.138,133.260871,6.891
,25-11-2011,407589.16,0,16.25,3.186,133.3701429,6.891
,02-12-2011,414392.09,0,16.29444444,3.2,133.4921429,6.891
,09-12-2011,389813.02,0,16.1,3.255,133.6141429,6.891
,16-12-2011,443557.65,0,12.95555556,3.301,133.7361429,6.891
,23-12-2011,410804.39,0,13.85,3.309,133.8492258,6.891
,30-12-2011,424513.08,1,12.77777778,3.336,133.9587419,6.891
,06-01-2012,405432.7,0,12.15,3.351,134.0682581,6.891
,13-01-2012,2135143.87,0,10.67777778,3.367,134.1777742,6.891
,20-01-2012,2188307.39,0,10.44444444,3.391,134.2784667,6.891
,27-01-2012,2049860.26,0,9.822222222,3.402,134.3571,6.891
,03-02-2012,1925728.84,0,11.02777778,3.4,134.4357333,6.565
,10-02-2012,1971057.44,0,7.138888889,3.416,134.5143667,6.565
,17-02-2012,1894324.09,0,7.622222222,3.42,134.593,6.565
,24-02-2012,1897429.36,0,7.627777778,3.452,134.6803871,6.565
,02-03-2012,1762539.3,0,7.044444444,3.605,134.7677742,6.565
,09-03-2012,1979247.12,0,8.6,3.752,134.8551613,6.565
,16-03-2012,1818452.72,0,9.65,3.796,134.9425484,6.565
,23-03-2012,1851519.69,1,12.10555556,3.789,135.0837333,6.565
,30-03-2012,1802677.9,0,12.77777778,3.811,135.2652667,6.565
,06-04-2012,1817273.28,0,13.81111111,3.895,135.4468,6.565
,13-04-2012,2000626.14,0,16.01666667,3.981,135.6283333,6.565
,20-04-2012,1875597.28,0,17.12777778,4.061,135.7837419,6.565
,27-04-2012,1903752.6,0,17.14444444,4.117,135.8738387,6.565
,04-05-2012,1857533.7,0,17.77777778,4.192,135.9639355,6.17
,11-05-2012,1903290.58,0,17.77777778,4.211,136.0540323,6.17
,18-05-2012,1870619.23,0,17.80555556,4.202,136.144129,6.17
,25-05-2012,1929736.35,0,16.15555556,4.134,136.183129,6.17
,01-06-2012,1846651.95,0,14.05,4.069,136.2136129,7.368
,08-06-2012,1881337.21,0,13.08888889,4.025,136.2440968,7.368
,15-06-2012,1812208.22,0,12.28888889,3.989,136.2745806,7.368
,22-06-2012,1898427.66,0,12.77777778,3.964,136.3145,7.368
,29-06-2012,1848426.78,0,12.72777778,3.916,136.367,7.368
,06-07-2012,1796637.61,0,12.26666667,3.886,136.4195,7.368
,13-07-2012,1907638.58,0,11.71111111,3.915,136.472,7.368
,20-07-2012,2007050.75,0,10.82777778,3.972,136.5150968,7.368
,27-07-2012,1997181.09,0,12.2,4.004,136.5017742,7.343
,03-08-2012,1848403.92,0,12.2,4.02,136.4884516,7.343
,10-08-2012,1935857.58,0,11.68888889,3.995,136.475129,7.343
,17-08-2012,1865820.81,0,11.20555556,3.942,136.4618065,7.343
,24-08-2012,1899959.61,0,11.13333333,3.906,136.4666667,7.343
,31-08-2012,1810684.68,0,11.43888889,3.879,136.4788,7.343
,07-09-2012,1842821.02,0,13.03333333,3.93,136.4909333,7.343
,14-09-2012,1951494.85,0,17.24444444,3.937,136.5030667,7.343
,21-09-2012,1867345.09,0,17.73888889,3.899,136.5335161,7.343
,28-09-2012,1927610.06,1,17.84444444,3.858,136.5883871,7.343
,05-10-2012,1933333,0,18.86111111,3.775,136.6432581,7.343
,12-10-2012,2013115.79,0,18.66666667,3.744,136.698129,7.343
,19-10-2012,1999794.26,0,17.82222222,3.757,136.753,7.343
,26-10-2012,2097809.4,0,17.8,3.757,136.8564194,7.346
,23-09-2011,2789469.45,0,17.35,3.738,136.9598387,7.346
,30-09-2011,2102530.17,0,16.06666667,3.719,137.0632581,7.346
,07-10-2011,2302504.86,0,14.93333333,3.717,137.1666774,7.346
,14-10-2011,2740057.14,0,13.92222222,3.689,137.2583103,7.346
,21-10-2011,3526713.39,0,12.75555556,3.666,137.3411034,7.346
,28-10-2011,1794868.74,0,12.75555556,3.627,137.4238966,7.346
,04-11-2011,1862476.27,0,12.37222222,3.611,137.5066897,7.346
,11-11-2011,1865502.46,0,11.18333333,3.587,137.5843871,7.346
,18-11-2011,1886393.94,0,11.66666667,3.566,137.6552903,7.346
,25-11-2011,1814240.85,0,8.977777778,3.585,137.7261935,7.346
,02-12-2011,2119086.04,0,10.57777778,3.666,137.7970968,7.346
,09-12-2011,2187847.29,0,10.53333333,3.705,137.868,7.346
,16-12-2011,2316495.56,0,10.58888889,3.737,137.9230667,7.564
,23-12-2011,2078094.69,0,9.983333333,3.796,137.9781333,7.564
,30-12-2011,2103455.75,0,11.02222222,3.826,138.0332,7.564
,06-01-2012,2039818.41,0,13.53888889,3.874,138.0882667,7.564
,13-01-2012,2116475.38,0,13.88888889,3.917,138.1065806,7.564
,20-01-2012,1944164.32,0,15,3.983,138.1101935,7.564
,27-01-2012,1900246.47,0,17.18333333,4.021,138.1138065,7.564
,03-02-2012,2074953.46,0,16.2,4.021,138.1174194,7.564
,10-02-2012,1960587.76,0,17.75,4.054,138.1295333,7.564
,17-02-2012,2220600.76,0,18.40555556,4.098,138.1629,7.564
,24-02-2012,1878167.44,0,17.82222222,4.143,138.1962667,7.564
,02-03-2012,2063682.76,0,17.31111111,4.187,138.2296333,7.564
,09-03-2012,2002362.37,0,17.50555556,4.17,138.263,7.564
,16-03-2012,2015563.48,0,17.26666667,4.163,138.2331935,7.564
,23-03-2012,1986597.95,0,15.13888889,4.124,138.2033871,7.551
,30-03-2012,2065377.15,0,13.25,4.055,138.1735806,7.551
,06-04-2012,2073951.38,1,12.29444444,4.029,138.1437742,7.551
,13-04-2012,2141210.62,0,10.7,3.979,138.1857097,7.551
,20-04-2012,2008344.92,0,9.855555556,3.915,138.2814516,7.551
,27-04-2012,2051533.53,0,9.522222222,3.871,138.3771935,7.551
,04-05-2012,2066541.86,0,8.405555556,3.786,138.4729355,7.551
,11-05-2012,2049046.95,0,13.01111111,3.722,138.5673,7.551
,18-05-2012,2036231.39,0,7.733333333,3.667,138.6534,7.551
,25-05-2012,1989674.07,0,6.138888889,3.646,138.7395,7.551
,01-06-2012,2160057.39,0,6.472222222,3.689,138.8256,7.551
,08-06-2012,2105668.74,0,6.627777778,3.732,138.9117,7.551
,15-06-2012,2232892.1,0,8.688888889,3.82,138.8336129,7.574
,22-06-2012,1988490.21,0,11.99444444,3.819,138.7281613,7.574
,29-06-2012,2078420.31,0,13.76666667,3.863,204.2471935,7.574
,06-07-2012,2093139.01,0,15.08888889,3.963,204.3857472,7.574
,13-07-2012,2075577.33,0,16.45555556,3.997,204.4321004,7.574
,20-07-2012,2031406.41,0,17.31111111,4.026,204.4630869,7.574
,27-07-2012,1929486.63,0,17.87222222,4.076,204.4940734,7.574
,03-08-2012,2166737.65,0,19.03888889,4.088,204.5250598,7.574
,10-08-2012,2074548.85,0,18.97777778,4.203,204.3782258,7.574
,17-08-2012,2207742.13,0,19.00555556,4.158,204.201755,7.574
,24-08-2012,2151659.59,0,19.01111111,4.151,204.0252842,7.574
,31-08-2012,2281217.31,0,17.86666667,4.186,203.8488134,7.574
,07-09-2012,2203028.96,0,17.26666667,4.153,203.7307486,7.574
,14-09-2012,2243946.59,0,16.18888889,4.071,203.6905586,7.567
,21-09-2012,3004702.33,1,14.88333333,2.784,203.6503685,7.567
,28-09-2012,2180999.26,0,14.32777778,2.773,203.6101784,7.567
,05-10-2012,2508955.24,0,14.51111111,2.745,203.6133915,7.567
,12-10-2012,2771397.17,0,14.37222222,2.754,203.8770235,7.567
,19-10-2012,3676388.98,0,14.87777778,2.777,204.1406556,7.567
,26-10-2012,2007105.86,0,10.40555556,2.818,204.4042877,7.567
,05-02-2010,2047766.07,0,12.82222222,2.844,204.6679198,7.567
,12-02-2010,1941676.61,0,12.8,2.854,204.670036,7.567
,19-02-2010,2005097.76,0,12.82777778,2.85,204.5675459,7.567
,26-02-2010,1928720.51,0,12.26666667,2.869,204.4650559,7.567
,05-03-2010,2173373.91,0,12.26666667,2.899,204.3625658,7.567
,12-03-2010,2374660.64,0,12.18333333,2.902,204.3571656,7.567
,19-03-2010,2427640.17,0,12.17222222,2.921,204.4812188,7.567
,26-03-2010,2226662.17,0,12.71111111,2.966,204.605272,7.197
,02-04-2010,2206319.9,0,15.60555556,2.982,204.7293252,7.197
,07-10-2011,2202450.81,0,16.02222222,2.958,204.8533784,7.197
,14-10-2011,2214967.44,0,17.2,2.899,204.8217044,7.197
,21-10-2011,2091592.54,0,17.21666667,2.847,204.7900305,7.197
,28-10-2011,2089381.77,0,17.82777778,2.809,204.7583566,7.197
,04-11-2011,2470206.13,0,17.82777778,2.78,204.7266827,7.197
,11-11-2011,2105301.39,0,17.73333333,2.808,204.7513279,7.197
,18-11-2011,2144336.89,0,16.27222222,2.815,204.8182126,7.197
,25-11-2011,2064065.66,0,13.16666667,2.793,204.8850973,7.197
,02-12-2011,2196968.33,0,13.25555556,2.783,204.951982,7.197
,09-12-2011,2127661.17,0,13.01111111,2.771,205.0137637,7.197
,16-12-2011,2207214.81,0,12.45555556,2.781,205.0627881,7.197
,23-12-2011,2154137.67,0,12.48888889,2.784,205.1118126,6.833
,30-12-2011,2179360.94,1,9.555555556,2.805,205.160837,6.833
,06-01-2012,2245257.18,0,10.62222222,2.779,205.2098614,6.833
,13-01-2012,2234190.93,0,8.722222222,2.755,205.0992811,6.833
,20-01-2012,2197299.65,0,10.53333333,2.715,204.9621,6.833
,27-01-2012,2128362.92,0,9.444444444,2.699,204.8249189,6.833
,03-02-2012,2224499.28,0,9.888888889,2.706,204.6877378,6.833
,10-02-2012,2100252.61,0,10.36666667,2.713,204.6321194,6.833
,17-02-2012,2175563.69,0,8.888888889,2.707,204.6376731,6.833
,24-02-2012,2048613.65,0,9.977777778,2.764,204.6432267,6.833
,02-03-2012,2174514.13,0,12.2,2.868,204.6487803,6.833
,09-03-2012,2193367.69,0,13.96111111,2.917,204.7026042,6.833
,16-03-2012,2283540.3,0,14.94444444,2.921,205.0460497,6.833
,23-03-2012,2125241.68,0,16.18333333,2.917,205.3894952,6.664
,30-03-2012,2081181.35,0,16.36666667,2.931,205.7329407,6.664
,06-04-2012,2125104.72,0,17.37222222,3,206.0763862,6.664
,13-04-2012,2117854.6,0,17.67222222,3.039,206.3694701,6.664
,20-04-2012,2119438.53,0,17.72222222,3.046,206.6424093,6.664
,27-04-2012,2027620.23,0,16.23888889,3.109,206.9153485,6.664
,04-05-2012,2209835.43,0,14.06666667,3.14,207.1882876,6.664
,11-05-2012,2133026.07,0,13.95555556,3.141,207.4283845,6.664
,18-05-2012,2097266.85,0,12.28888889,3.179,207.6553444,6.664
,25-05-2012,2149594.46,0,10.02222222,3.193,207.8823043,6.664
,01-06-2012,317173.1,0,9.377777778,3.205,208.1092642,6.664
,08-06-2012,311825.7,0,9.416666667,3.229,208.3172811,6.664
,15-06-2012,303447.57,1,11.82777778,3.237,208.4779405,6.664
,22-06-2012,270281.63,0,10.76111111,3.231,208.6386,6.334
,29-06-2012,288855.71,0,12.15555556,3.239,208.7992595,6.334
,06-07-2012,297293.59,0,9.672222222,3.245,208.9599189,6.334
,13-07-2012,281706.41,0,8.15,3.274,208.7583165,6.334
,20-07-2012,273282.97,0,10.2,3.433,208.556714,6.334
,27-07-2012,331406,0,10.11666667,3.582,208.3551116,6.334
,03-08-2012,328020.49,0,10.16111111,3.631,208.1535092,6.334
,10-08-2012,306858.69,0,11.24444444,3.625,208.1265604,6.334
,17-08-2012,288839.73,0,12.24444444,3.638,208.2306018,6.334
,24-08-2012,298697.84,0,13.91111111,3.72,208.3346432,6.334
,31-08-2012,333522.6,0,15.61666667,3.821,208.4386847,6.334
,07-09-2012,296673.77,0,15.07222222,3.892,208.5309337,6.334
,14-09-2012,301615.49,0,15.07222222,3.962,208.5937018,6.334
,21-09-2012,310013.11,0,14.26666667,4.046,208.6564699,6.034
,28-09-2012,337825.89,0,16.01666667,4.066,208.719238,6.034
,05-10-2012,296641.91,0,15.02777778,4.062,208.7820061,6.034
,12-10-2012,313795.6,0,13.94444444,3.985,208.8424359,6.034
,19-10-2012,295257.3,0,12.91666667,3.922,208.902476,8.623
,26-10-2012,305993.27,0,12.89444444,3.881,208.9625161,8.623
,05-02-2010,291808.87,0,12.4,3.842,209.0225562,8.623
,12-02-2010,280701.7,0,12.26666667,3.804,209.1893892,8.623
,19-02-2010,274742.63,0,12.22222222,3.748,209.4986126,8.623
,26-02-2010,268929.03,0,11.25,3.711,209.807836,8.623
,05-03-2010,303043.02,0,11.52777778,3.76,210.1170595,8.623
,12-03-2010,286477.35,0,11.53888889,3.811,210.4027602,8.623
,19-03-2010,287205.38,0,9.438888889,3.829,210.5473252,7.896
,26-03-2010,288519.75,0,11.43888889,3.842,210.6918901,7.896
,02-04-2010,323798,0,11.39444444,3.812,210.8364551,7.896
,09-04-2010,306533.08,0,11.52777778,3.747,210.9810201,7.896
,16-04-2010,282558.65,0,11.95,3.704,211.1847207,7.896
,23-04-2010,293131.58,0,11.97222222,3.703,211.4120757,7.896
,30-04-2010,283178.12,0,12.63333333,3.738,211.6394306,7.896
,07-05-2010,290494.85,0,12.75555556,3.742,211.8667856,7.896
,14-05-2010,280681.2,0,13.84444444,3.711,212.0685039,7.896
,21-05-2010,284988.27,0,13.17222222,3.645,212.2360401,7.896
,28-05-2010,278031.81,1,15.06666667,3.583,212.4035763,7.896
,04-06-2010,325310.3,0,17.24444444,3.541,212.5711125,7.896
,11-06-2010,301827.36,0,16.31666667,3.57,212.7386486,7.896
,18-06-2010,297384.81,0,17.38333333,3.569,212.8336399,7.372
,25-06-2010,488362.61,0,15.27222222,3.551,212.9286312,7.372
,02-07-2010,344490.88,0,17.45555556,3.53,213.0236225,7.372
,09-07-2010,352811.53,0,16.22222222,3.53,213.1186138,7.372
,16-07-2010,367801.19,0,15.08333333,3.492,213.2732106,7.372
,23-07-2010,466010.25,0,13.99444444,3.452,213.4725116,7.372
,30-07-2010,298180.18,0,12.17222222,3.415,213.6718127,7.372
,06-08-2010,286347.26,0,11.08888889,3.413,213.8711137,7.372
,13-08-2010,260636.71,0,11.09444444,3.389,214.0167132,7.372
,20-08-2010,275313.34,0,9.883333333,3.389,214.0907105,7.372
,27-08-2010,279088.39,0,9.355555556,3.422,214.1647079,7.372
,03-09-2010,329613.2,0,9.861111111,3.513,214.2387053,7.372
,10-09-2010,311590.54,0,8.272222222,3.533,214.3127027,7.372
,17-09-2010,356622.61,0,8.866666667,3.567,214.3675045,7.127
,24-09-2010,294659.5,0,8.816666667,3.617,214.4223063,7.127
,01-10-2010,329033.66,0,7.155555556,3.64,214.4771081,7.127
,08-10-2010,293098.1,0,8.85,3.695,214.5319099,7.127
,15-10-2010,312177.67,0,11.17777778,3.739,214.5485571,7.127
,22-10-2010,294732.5,0,12.38888889,3.816,214.5499425,7.127
,29-10-2010,314316.55,0,14.14444444,3.848,214.5513278,7.127
,05-11-2010,307333.62,0,17.1,3.862,214.5527132,7.127
,12-11-2010,307913.58,0,18.93888889,3.9,214.5653243,7.127
,19-11-2010,328415.44,0,17.91666667,3.953,214.606,7.127
,26-11-2010,307291.56,0,19.98333333,3.996,214.6466757,7.127
,03-12-2010,322904.68,1,20.07222222,4.044,214.6873514,7.127
,10-12-2010,290930.01,0,20.07222222,4.027,214.728027,7.127
,17-12-2010,299614.33,0,20.08333333,4.004,214.7331351,7.127
,24-12-2010,297149.69,0,19.08888889,3.951,214.7382432,6.51
,31-12-2010,329183.92,0,17.45,3.889,214.7433514,6.51
,07-01-2011,304984.14,0,15.56666667,3.848,214.7484595,6.51
,14-01-2011,304811.82,0,12.49444444,3.798,214.825578,6.51
,21-01-2011,302881.64,0,12.24444444,3.742,214.9567044,6.51
,28-01-2011,327093.89,0,11.41666667,3.689,215.0878309,6.51
,04-02-2011,310804.93,0,10.55555556,3.62,215.2189573,6.51
,11-02-2011,283248.62,0,10.46666667,3.564,215.3583757,6.51
,18-02-2011,292539.73,0,10.25,3.506,215.5475459,6.51
,25-02-2011,275142.17,0,9.355555556,3.475,215.7367162,6.51
,04-03-2011,317738.56,0,8.311111111,3.523,215.9258865,6.51
,11-03-2011,289886.16,0,8.811111111,3.567,216.1150568,6.51
,18-03-2011,303643.84,0,8.733333333,3.647,216.1464699,5.946
,25-03-2011,310338.17,0,11.93333333,3.654,216.1515902,5.946
,01-04-2011,315645.53,0,14.51666667,3.722,131.5279032,5.946
,08-04-2011,321110.22,0,18.73333333,3.807,131.5866129,5.946
,15-04-2011,278529.71,0,20.02777778,3.834,131.637,5.946
,22-04-2011,291024.98,0,21.03888889,3.867,131.686,5.946
,29-04-2011,292315.38,0,20.73888889,3.911,131.735,5.946
,06-05-2011,309111.47,0,22.31666667,3.948,131.784,5.946
,13-05-2011,286117.72,0,22.11111111,4.038,131.8242903,5.946
,20-05-2011,306069.18,0,22.73333333,3.997,131.863129,5.946
,27-05-2011,307035.11,0,22.77777778,3.985,131.9019677,5.946
,03-06-2011,353652.23,0,21.21666667,4,131.9408065,5.946
,10-06-2011,311906.7,0,20.18333333,3.969,131.9809,5.946
,17-06-2011,307944.37,0,18.01111111,3.882,132.0226667,5.644
,24-06-2011,507900.07,0,17.42222222,2.788,132.0644333,5.644
,01-07-2011,376225.61,0,13.96111111,2.771,132.1062,5.644
,08-07-2011,367433.77,0,13.28888889,2.747,132.152129,5.644
,15-07-2011,379530.3,0,12.32222222,2.753,132.2230323,5.644
,22-07-2011,458562.24,0,11.11666667,2.766,132.2939355,5.644
,29-07-2011,349624.88,0,10.53333333,2.805,132.3648387,5.644
,05-08-2011,312078.71,0,12.38333333,2.834,132.4357419,5.644
,12-08-2011,291454.52,0,9.861111111,2.831,132.4733333,5.644
,19-08-2011,287523.98,0,8.872222222,2.826,132.4976,5.644
,26-08-2011,295974.22,0,8.672222222,2.849,132.5218667,5.644
,02-09-2011,333948,1,7.688888889,2.885,132.5461333,5.644
,09-09-2011,349239.88,0,10.91111111,2.895,132.5667742,5.644
,16-09-2011,356427.98,0,14.83888889,2.935,132.5825806,5.644
,23-09-2011,312220.47,0,18.8,2.981,132.5983871,5.143
,30-09-2011,359206.21,0,21.09444444,2.983,132.6141935,5.143
,07-10-2011,347295.6,0,22.02777778,2.961,132.63,5.143
,14-10-2011,339392.54,0,22.82777778,2.906,132.6616129,5.143
,21-10-2011,321299.99,0,22.91666667,2.857,132.6932258,5.143
,28-10-2011,331318.73,0,23.91666667,2.83,132.7248387,5.143
